Title,Year,Source title,DOI,Link,Funding Details,Correspondence Address,Language of Original Document,Document Type,Open Access,Source
"Genomic architecture and introgression shape a butterfly radiation",2019,"Science","10.1126/science.aaw2090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074347910&doi=10.1126%2fscience.aaw2090&partnerID=40&md5=a132d1a66bc0235cf2680622c838091f","National Science Foundation; National Institutes of Health; U.S. Department of Health and Human Services; National Human Genome Research Institute; National Institute of General Medical Sciences; National Institute of Allergy and Infectious Diseases; Air Force Office of Scientific Research; Massachusetts Institute of Technology; Harvard University; Smithsonian Tropical Research Institute; Broad Institute; Natural Sciences and Engineering Research Council of Canada; Biotechnology and Biological Sciences Research Council; Natural Environment Research Council; Agence Nationale de la Recherche; Conselho Nacional de Desenvolvimento Científico e Tecnológico; Universidad de Puerto Rico; Scheme for Promotion of Academic and Research Collaboration","Edelman, N.B.; Department of Organismic and Evolutionary Biology, United States; email: nedelman@g.harvard.edu","English",Article,"All Open Access, Bronze, Green",Scopus
"Review: Consumption-stage food waste reduction interventions – What works and how to design better interventions",2019,"Food Policy","10.1016/j.foodpol.2019.01.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061371018&doi=10.1016%2fj.foodpol.2019.01.009&partnerID=40&md5=e9655822a1129a784322387e8a2b20ff","Stiftelsen för Miljöstrategisk Forskning; Natural Environment Research Council; National Eye Research Centre; Swedish National Space Agency","Reynolds, C.; Department of Geography, United Kingdom; email: c.reynolds@sheffield.ac.uk","English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Value-added chemicals from food supply chain wastes: State-of-the-art review and future prospects",2019,"Chemical Engineering Journal","10.1016/j.cej.2019.121983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067448749&doi=10.1016%2fj.cej.2019.121983&partnerID=40&md5=b7c0a74c44b463290c1520b408539a98","Hong Kong Polytechnic University; Environment and Conservation Fund","Tsang, D.C.W.; Department of Civil and Environmental Engineering, Hung Hom, Hong Kong; email: dan.tsang@polyu.edu.hk","English",Article,"",Scopus
"Transparency and sustainability in global commodity supply chains",2019,"World Development","10.1016/j.worlddev.2018.05.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047747121&doi=10.1016%2fj.worlddev.2018.05.025&partnerID=40&md5=f5817bc9e8f3c30f14f1fff25fcd8866","Gordon and Betty Moore Foundation; Horizon 2020 Framework Programme; Biotechnology and Biological Sciences Research Council; European Research Council; Svenska Forskningsrådet Formas; Bundesministerium für Bildung und Forschung; Horizon 2020","Gardner, T.A.; Stockholm Environment Institute, Linnégatan 87D, Box 24218, Sweden; email: toby.gardner@sei.org","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"A sustainable biochar catalyst synergized with copper heteroatoms and CO2 for singlet oxygenation and electron transfer routes",2019,"Green Chemistry","10.1039/c9gc01843c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071250205&doi=10.1039%2fc9gc01843c&partnerID=40&md5=2a7daa6378cfb0078f99c72fc9f4cb08","Research Grants Council, University Grants Committee","Tsang, D.C.W.; Department of Civil and Environmental Engineering, Hong Kong; email: dan.tsang@polyu.edu.hk","English",Article,"All Open Access, Green",Scopus
"Solvent effects in palladium catalysed cross-coupling reactions",2019,"Green Chemistry","10.1039/c9gc00617f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065604860&doi=10.1039%2fc9gc00617f&partnerID=40&md5=b301a12ca9fbf0d3cba24150823e0c03",,"Sherwood, J.; Department of Chemistry, United Kingdom; email: james.sherwood@york.ac.uk","English",Review,"All Open Access, Green",Scopus
"End-to-end capacities of a quantum communication network",2019,"Communications Physics","10.1038/s42005-019-0147-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069986308&doi=10.1038%2fs42005-019-0147-3&partnerID=40&md5=fe2dd514f43c708f10563aeeacbddad7","Horizon 2020 Framework Programme; Engineering and Physical Sciences Research Council; European Commission","Pirandola, S.; Department of Computer Science, United Kingdom; email: stefano.pirandola@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Synthesising quantitative and qualitative evidence to inform guidelines on complex interventions: Clarifying the purposes, designs and outlining some methods",2019,"BMJ Global Health","10.1136/bmjgh-2018-000893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068433155&doi=10.1136%2fbmjgh-2018-000893&partnerID=40&md5=8c0b21a2274cefe7d9f733b82d184efc","United States Agency for International Development; Direktoratet for Utviklingssamarbeid","Noyes, J.; School of Social Sciences, United Kingdom; email: jane.noyes@bangor.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"ATP-Dependent Dynamic Protein Aggregation Regulates Bacterial Dormancy Depth Critical for Antibiotic Tolerance",2019,"Molecular Cell","10.1016/j.molcel.2018.10.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059498929&doi=10.1016%2fj.molcel.2018.10.022&partnerID=40&md5=99645ae92ede3d20a20892598dd18230","Human Frontier Science Program; Biotechnology and Biological Sciences Research Council; European Commission; Human Frontier Science Program; National Natural Science Foundation of China; Mauritius Research Council; Science and Technology Major Project of Guangxi","Bai, F.; Biomedical Pioneering Innovation Center (BIOPIC), China; email: fbai@pku.edu.cn","English",Article,"All Open Access, Bronze, Green",Scopus
"The role of sources of social support on depression and quality of life for university students",2019,"International Journal of Adolescence and Youth","10.1080/02673843.2019.1568887","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060353564&doi=10.1080%2f02673843.2019.1568887&partnerID=40&md5=782714d5877abca3d1f7b66244021b1e","Deanship of Scientific Research, King Faisal University","Alsubaie, M.M.; School of Medicine, United Kingdom; email: mohammed.m.alsubaie@durham.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"The fourth industrial revolution (Industry 4.0): technologies disruption on operations and supply chain management",2019,"International Journal of Operations and Production Management","10.1108/IJOPM-08-2019-788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075353924&doi=10.1108%2fIJOPM-08-2019-788&partnerID=40&md5=e61ddae33532c4a8c541265aaad31e47",,"Koh, L.; Management School, United Kingdom; email: s.c.l.koh@sheffield.ac.uk","English",Editorial,"All Open Access, Green",Scopus
"The photochemical ring-opening of 1,3-cyclohexadiene imaged by ultrafast electron diffraction",2019,"Nature Chemistry","10.1038/s41557-019-0252-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064570266&doi=10.1038%2fs41557-019-0252-7&partnerID=40&md5=2398fc8b6e947cd8a9c88b5f44394e64","National Science Foundation; Office of Science; Basic Energy Sciences; SLAC National Accelerator Laboratory; Chemical Sciences, Geosciences, and Biosciences Division; Carnegie Trust for the Universities of Scotland; Volkswagen Foundation","Wolf, T.J.A.; Stanford PULSE Institute, United States; email: thomas.wolf@stanford.edu","English",Article,"All Open Access, Green",Scopus
"Microwave-assisted low-temperature hydrothermal treatment of red seaweed (Gracilaria lemaneiformis) for production of levulinic acid and algae hydrochar",2019,"Bioresource Technology","10.1016/j.biortech.2018.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056598414&doi=10.1016%2fj.biortech.2018.11.013&partnerID=40&md5=23c9e32c4483e5b7e4dffde2580cdc04","Hong Kong Polytechnic University; Environment and Conservation Fund","Tsang, D.C.W.; Department of Civil and Environmental Engineering, Hung Hom, Hong Kong; email: dan.tsang@polyu.edu.hk","English",Article,"",Scopus
"The role of chlorine in global tropospheric chemistry",2019,"Atmospheric Chemistry and Physics","10.5194/acp-19-3981-2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064733515&doi=10.5194%2facp-19-3981-2019&partnerID=40&md5=64cbf859159bba242cc0f82167c0a092","Directorate for Geosciences","Wang, X.; School of Engineering and Applied Sciences, United States; email: wangx@seas.harvard.edu","English",Article,"All Open Access, Gold, Green",Scopus
"Characterization and utilization of aqueous products from hydrothermal conversion of biomass for bio-oil and hydro-char production: A review",2019,"Green Chemistry","10.1039/c8gc03957g","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063865056&doi=10.1039%2fc8gc03957g&partnerID=40&md5=d95fa4b2f2357632e60733223f646a1f",,"Luo, G.; Shanghai Key Laboratory of Atmospheric Particle Pollution and Prevention (LAP3), China; email: gangl@fudan.edu.cn","English",Article,"All Open Access, Green",Scopus
"“Insectageddon”: A call for more robust data and rigorous analyses",2019,"Global Change Biology","10.1111/gcb.14608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064933977&doi=10.1111%2fgcb.14608&partnerID=40&md5=4915ecb4fdadac8b9a27752502d95965",,"Thomas, C.D.; Department of Biology, United Kingdom; email: chris.thomas@york.ac.uk","English",Editorial,"All Open Access, Bronze, Green",Scopus
"Using meteorological normalisation to detect interventions in air quality time series",2019,"Science of the Total Environment","10.1016/j.scitotenv.2018.10.344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056150501&doi=10.1016%2fj.scitotenv.2018.10.344&partnerID=40&md5=a06d362bc67607167acab195349cf6ce","Natural Environment Research Council","Grange, S.K.; Wolfson Atmospheric Chemistry Laboratories, United Kingdom; email: stuart.grange@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"A Meta-Analysis of the Effects of Teacher Personality on Teacher Effectiveness and Burnout",2019,"Educational Psychology Review","10.1007/s10648-018-9458-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059564191&doi=10.1007%2fs10648-018-9458-2&partnerID=40&md5=0b8f6d1dd0098096145db0d5397b92fb","Horizon 2020 Framework Programme; European Research Council","Kim, L.E.; Department of Education, United Kingdom; email: lisa.kim@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Metal- and Halide-Free Catalyst for the Synthesis of Cyclic Carbonates from Epoxides and Carbon Dioxide",2019,"ACS Catalysis","10.1021/acscatal.8b04387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062446029&doi=10.1021%2facscatal.8b04387&partnerID=40&md5=8694caad414d4adf686fb2d5e1dacbae",,"North, M.; Department of Chemistry, United Kingdom; email: Michael.north@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Phage combination therapies for bacterial wilt disease in tomato",2019,"Nature Biotechnology","10.1038/s41587-019-0328-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075940562&doi=10.1038%2fs41587-019-0328-3&partnerID=40&md5=e78826db985cd801807a849a11e9a791","University of York; Wellcome Trust; Royal Society; National Natural Science Foundation of China; Nederlandse Organisatie voor Wetenschappelijk Onderzoek; National Natural Science Foundation of China-Yunnan Joint Fund; National Basic Research Program of China (973 Program)","Wei, Z.; Jiangsu Provincial Key Laboratory for Organic Solid Waste Utilization, China; email: weizhong@njau.edu.cn","English",Article,"All Open Access, Green",Scopus
"Polyester-derived microfibre impacts on the soil-dwelling earthworm Lumbricus terrestris",2019,"Environmental Pollution","10.1016/j.envpol.2019.05.037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065820016&doi=10.1016%2fj.envpol.2019.05.037&partnerID=40&md5=02db1cbf0a01a81f705bfc0f8b6ad1bb",,"Prendergast-Miller, M.T.; Department of Environment and Geography, Wentworth Way, United Kingdom; email: miranda.prendergast-miller@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Natural quorum sensing inhibitors effectively downregulate gene expression of Pseudomonas aeruginosa virulence factors",2019,"Applied Microbiology and Biotechnology","10.1007/s00253-019-09618-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062684202&doi=10.1007%2fs00253-019-09618-0&partnerID=40&md5=26d0fc781425d621a8e79f24b73d5259",,"Dooley, J.S.G.; School of Biomedical Sciences, United Kingdom; email: jsg.dooley@ulster.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Minimal standards for the description of new genera and species of rhizobia and agrobacteria",2019,"International Journal of Systematic and Evolutionary Microbiology","10.1099/ijsem.0.003426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068994182&doi=10.1099%2fijsem.0.003426&partnerID=40&md5=e518bb06d91e3e2b68a295528a1f77bc",,"De Lajudie, P.M.; IRD, France; email: philippe.lajudie@ird.fr","English",Article,"All Open Access, Bronze",Scopus
"Predator traits determine food-web architecture across ecosystems",2019,"Nature Ecology and Evolution","10.1038/s41559-019-0899-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066086552&doi=10.1038%2fs41559-019-0899-x&partnerID=40&md5=975255a007759bb4c96c638473f4f739","National Science Foundation; Alexander von Humboldt-Stiftung; Natural Environment Research Council; Australian Research Council; Deutsche Forschungsgemeinschaft; Fundação para a Ciência e a Tecnologia","Brose, U.; EcoNetLab, Germany; email: Ulrich.brose@idiv.de","English",Article,"All Open Access, Green",Scopus
"‘It’s like the gold rush’: the lives and careers of professional video game streamers on Twitch.tv",2019,"Information Communication and Society","10.1080/1369118X.2017.1386229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031508215&doi=10.1080%2f1369118X.2017.1386229&partnerID=40&md5=5baccb13e2f00431b1c3c0e656ff2175","Engineering and Physical Sciences Research Council","Johnson, M.R.; Department of Political Science, 116 St. and 85 Ave, Canada; email: markrjohnsongames@gmail.com","English",Article,"All Open Access, Green",Scopus
"Moth biomass increases and decreases over 50 years in Britain",2019,"Nature Ecology and Evolution","10.1038/s41559-019-1028-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075189957&doi=10.1038%2fs41559-019-1028-6&partnerID=40&md5=19de4e5c173de1e6ef79a0cd7ac45a1c","Center for Outcomes Research and Evaluation, Yale School of Medicine; Biotechnology and Biological Sciences Research Council; Natural Environment Research Council","Macgregor, C.J.; Leverhulme Centre for Anthropocene Biodiversity, United Kingdom; email: callumjmacgregor@gmail.com","English",Article,"All Open Access, Green",Scopus
"Sustainable Luxury Marketing: A Synthesis and Research Agenda",2019,"International Journal of Management Reviews","10.1111/ijmr.12195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061453239&doi=10.1111%2fijmr.12195&partnerID=40&md5=2abeb27aab09fb52aedd8c3815065b51",,"Athwal, N.; Sheffield University Management School, Conduit Road, United Kingdom; email: n.k.athwal@sheffield.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Adolescents and loot boxes: Links with problem gambling and motivations for purchase",2019,"Royal Society Open Science","10.1098/rsos.190049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068227446&doi=10.1098%2frsos.190049&partnerID=40&md5=81b16a0c02dc1ef1f0ef60200461eaa3",,"Zendle, D.; Department of Computer Science, 44 Lord Mayor's Walk, United Kingdom; email: d.zendle@yorksj.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Rigorous Large-Scale Educational RCTs Are Often Uninformative: Should We Be Concerned?",2019,"Educational Researcher","10.3102/0013189X19832850","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062843600&doi=10.3102%2f0013189X19832850&partnerID=40&md5=5c4a5d1aaa45b74b9c45421cb8edf31a","Education Endowment Foundation",,"English",Article,"All Open Access, Green",Scopus
"Integrating climate adaptation and biodiversity conservation in the global ocean",2019,"Science Advances","10.1126/sciadv.aay9969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076268104&doi=10.1126%2fsciadv.aay9969&partnerID=40&md5=d87007cb68ac7d5cde55bc7134802562","Horizon 2020 Framework Programme; Global Environment Facility; Natural Environment Research Council; British Antarctic Survey; Ocean Frontier Institute; Canada First Research Excellence Fund","Tittensor, D.P.; Department of Biology, Canada; email: derek.tittensor@dal.ca","English",Article,"All Open Access, Gold, Green",Scopus
"Loving the mess: navigating diversity and conflict in social values for sustainability",2019,"Sustainability Science","10.1007/s11625-019-00726-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064468094&doi=10.1007%2fs11625-019-00726-4&partnerID=40&md5=87ed30d18e4037b30c6235a3afe34b17","Natural Environment Research Council; National Eye Research Centre","Kenter, J.O.; Department of Environment and Geography, United Kingdom; email: jasper.kenter@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"On the uplink max-min SINR of cell-free massive MIMO systems",2019,"IEEE Transactions on Wireless Communications","10.1109/TWC.2019.2892463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064083226&doi=10.1109%2fTWC.2019.2892463&partnerID=40&md5=470cc9294586d5eb443aed963910c20c","University of York; Horizon 2020 Framework Programme; European Commission","Bashar, M.; Department of Electronic Engineering, United Kingdom; email: mb1465@york.uc.ak","English",Article,"All Open Access, Green",Scopus
"An Exploration of Problematic Smartphone Use among Chinese University Students: Associations with Academic Anxiety, Academic Procrastination, Self-Regulation and Subjective Wellbeing",2019,"International Journal of Mental Health and Addiction","10.1007/s11469-018-9961-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049645144&doi=10.1007%2fs11469-018-9961-1&partnerID=40&md5=eb57b5a7383726b66754fe45abc89dab",,"Yang, Z.; Psychology in Education Research Centre, United Kingdom; email: zy664@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Parallel adaptation of rabbit populations to myxoma virus",2019,"Science","10.1126/science.aau7285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061759943&doi=10.1126%2fscience.aau7285&partnerID=40&md5=f826941acab2c04c5ba88fcdcc40064c","National Institutes of Health; American Museum of Natural History; National Museum of Natural History; Harvard University; University of Michigan; Wellcome Trust; Horizon 2020 Framework Programme; Royal Society; European Research Council; Australian Museum; Lundbeckfonden; European Social Fund; Ministério da Ciência, Tecnologia e Ensino Superior; Muséum National d'Histoire Naturelle","Alves, J.M.; Department of Genetics, United Kingdom; email: joel.alves@arch.ox.ac.uk","English",Article,"All Open Access, Bronze, Green",Scopus
"High performance metalenses: Numerical aperture, aberrations, chromaticity, and trade-offs",2019,"Optica","10.1364/OPTICA.6.001461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076630474&doi=10.1364%2fOPTICA.6.001461&partnerID=40&md5=fa7ace470e85ffd6909f93b445d056b2","Engineering and Physical Sciences Research Council; Royal Society; Fundação de Amparo à Pesquisa do Estado de São Paulo; National Natural Science Foundation of China; Natural Science Foundation of Guangdong Province; Guangzhou Municipal Science and Technology Project; National Key Research and Development Program of China; Fundamental Research Funds for the Central Universities","Li, J.; State Key Laboratory of Optoelectronic Materials and Technologies, China; email: lijt3@mail.sysu.edu.cn","English",Article,"All Open Access, Gold",Scopus
"Self-Assembled Gels Formed in Deep Eutectic Solvents: Supramolecular Eutectogels with High Ionic Conductivity",2019,"Angewandte Chemie - International Edition","10.1002/anie.201810600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061941580&doi=10.1002%2fanie.201810600&partnerID=40&md5=a61c8648c10bd63388db32d6ea4167d9","University of York; Marie Curie","Smith, D.K.; Department of Chemistry, Heslington, United Kingdom; email: david.smith@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Atoms in complex twisted light",2019,"Journal of Optics (United Kingdom)","10.1088/2040-8986/aaed14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059904007&doi=10.1088%2f2040-8986%2faaed14&partnerID=40&md5=49edaeabe794eab6708671dfae58166d","Deanship of Scientific Research, King Saud University",,"English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Local food supply chain resilience to constitutional change: the Brexit effect",2019,"International Journal of Operations and Production Management","10.1108/IJOPM-03-2018-0184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055264602&doi=10.1108%2fIJOPM-03-2018-0184&partnerID=40&md5=18f92bac0fa47cc1387fa002ba8a2475","Higher Education Funding Council for England","Hendry, L.C.; Department of Management Science, United Kingdom; email: l.hendry@lancaster.ac.uk","English",Article,"All Open Access, Green",Scopus
"Variability and change in the west Antarctic Peninsula marine system: Research priorities and opportunities",2019,"Progress in Oceanography","10.1016/j.pocean.2019.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062730656&doi=10.1016%2fj.pocean.2019.03.003&partnerID=40&md5=780144a7d393013ad6080c9123bf6ca2","National Science Foundation; Natural Environment Research Council; Royal Society; National Eye Research Centre; Scientific Committee on Antarctic Research; European Commission; Nederlandse Organisatie voor Wetenschappelijk Onderzoek; Seventh Framework Programme; British Antarctic Survey","Henley, S.F.; School of GeoSciences, James Hutton Road, United Kingdom; email: s.f.henley@ed.ac.uk","English",Article,"All Open Access, Green",Scopus
"Sensitive and Ultrabroadband Phototransistor Based on Two-Dimensional Bi2O2Se Nanosheets",2019,"Advanced Functional Materials","10.1002/adfm.201905806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074355568&doi=10.1002%2fadfm.201905806&partnerID=40&md5=f355b25e378e0f38f0a55b7b758db8c0","Engineering and Physical Sciences Research Council; Leverhulme Trust; Royal Society; National Natural Science Foundation of China; State Key Laboratory on Integrated Optoelectronics; National Key Research and Development Program of China","Hu, W.; State Key Laboratory of Infrared Physics, 500 Yutian Road, China; email: wdhu@mail.sitp.ac.cn","English",Article,"All Open Access, Green",Scopus
"Overview of the JET preparation for deuterium-tritium operation with the ITER like-wall",2019,"Nuclear Fusion","10.1088/1741-4326/ab2276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070875113&doi=10.1088%2f1741-4326%2fab2276&partnerID=40&md5=d51dcb03dfc44bfbf886080d8074fb52","Horizon 2020 Framework Programme",,"English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Horizontal gene transfer and shifts in linked bacterial community composition are associated with maintenance of antibiotic resistance genes during food waste composting",2019,"Science of the Total Environment","10.1016/j.scitotenv.2018.12.353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059847728&doi=10.1016%2fj.scitotenv.2018.12.353&partnerID=40&md5=5cecb30447281bc1a32d3ef9c06f13a2","University of York; Centre for Chronic Diseases and Disorders; Wellcome Trust; Royal Society; National Natural Science Foundation of China; Nederlandse Organisatie voor Wetenschappelijk Onderzoek; Fujian Agriculture and Forestry University; National Key Research and Development Program of China","Zhou, S.; Fujian Provincial Key Laboratory of Soil Environmental Health and Regulation, China; email: sgzhou@soil.gd.cn","English",Article,"All Open Access, Green",Scopus
