Title,Year,Source title,DOI,Link,Funding Details,Correspondence Address,Language of Original Document,Document Type,Open Access,Source
"Atypical functional connectome hierarchy in autism",2019,"Nature Communications","10.1038/s41467-019-08944-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062414525&doi=10.1038%2fs41467-019-08944-1&partnerID=40&md5=9532186fb22cee3d4c32bad059c42213","National Institutes of Health; Autism Speaks; Leon Levy Foundation; University of Utah; Faculty of Medicine, McGill University; Israel National Road Safety Authority; Horizon 2020 Framework Programme; Montreal Neurological Institute and Hospital; Canadian Institutes of Health Research; Natural Sciences and Engineering Research Council of Canada; Fonds de Recherche du Québec - Santé; British Academy; European Research Council; Stavros Niarchos Foundation","Hong, S.-J.; Multimodal Imaging and Connectome Analysis Laboratory, Canada; email: sjhong@bic.mni.mcgill.ca","English",Article,"All Open Access, Gold, Green",Scopus
"Improving reporting of meta-ethnography: The eMERGe reporting guidance",2019,"BMC Medical Research Methodology","10.1186/s12874-018-0600-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060956671&doi=10.1186%2fs12874-018-0600-0&partnerID=40&md5=f09d2bfcc3484cfea0b91f1f15f066fb","Wellcome Trust; United Kingdom Clinical Research Collaboration; Medical Research Council; Economic and Social Research Council; British Heart Foundation; Cancer Research UK","France, E.F.; University of StirlingUnited Kingdom; email: emma.france@stir.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"How does exercise treatment compare with antihypertensive medications? A network meta-analysis of 391 randomised controlled trials assessing exercise and medication effects on systolic blood pressure",2019,"British Journal of Sports Medicine","10.1136/bjsports-2018-099921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058778083&doi=10.1136%2fbjsports-2018-099921&partnerID=40&md5=10dd5232ff37b60e88360329bec1038d","Higher Education Funding Council for England; Medical Research Council; Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","Naci, H.; Department of Health Policy, United Kingdom; email: H.Naci@lse.ac.uk","English",Review,"All Open Access, Bronze, Green",Scopus
"Efficacy and safety of oral semaglutide in patients with type 2 diabetes and moderate renal impairment (PIONEER 5): a placebo-controlled, randomised, phase 3a trial",2019,"The Lancet Diabetes and Endocrinology","10.1016/S2213-8587(19)30192-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067290095&doi=10.1016%2fS2213-8587%2819%2930192-5&partnerID=40&md5=91f072d8fdffba81ebe9508fd3b01474","National Institutes of Health; Bristol-Myers Squibb; AstraZeneca; Boehringer Ingelheim; Novo Nordisk","Mosenzon, O.; Diabetes Unit, Ein Kerem, PO Box 12000, Israel; email: ofrim@hadassah.org.il","English",Article,"All Open Access, Green",Scopus
"Microstructural and functional gradients are increasingly dissociated in transmodal cortices",2019,"PLoS Biology","10.1371/journal.pbio.3000284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066967446&doi=10.1371%2fjournal.pbio.3000284&partnerID=40&md5=93f84171a071c1c1c2dad0fb704302d6","Horizon 2020 Framework Programme; Canadian Institutes of Health Research",,"English",Article,"All Open Access, Gold, Green",Scopus
"Psychological interventions for ICD-11 complex PTSD symptoms: Systematic review and meta-analysis",2019,"Psychological Medicine","10.1017/S0033291719000436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062876572&doi=10.1017%2fS0033291719000436&partnerID=40&md5=01278feed1b34e89acb920b61ceb711a",,"Karatzias, T.; Edinburgh Napier University, United Kingdom; email: t.karatzias@napier.ac.uk","English",Review,"All Open Access, Green",Scopus
"A brief, patient- and proxy-reported outcome measure in advanced illness: Validity, reliability and responsiveness of the Integrated Palliative care Outcome Scale (IPOS)",2019,"Palliative Medicine","10.1177/0269216319854264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067798576&doi=10.1177%2f0269216319854264&partnerID=40&md5=3bebc8adaa4999720a87ca7b1a0e57b1","California Community Foundation; Medical Research Council; National Institute for Health Research","Murtagh, F.E.M.; Wolfson Palliative Care Research Centre, United Kingdom; email: fliss.murtagh@hyms.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Widespread drying of European peatlands in recent centuries",2019,"Nature Geoscience","10.1038/s41561-019-0462-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074561623&doi=10.1038%2fs41561-019-0462-z&partnerID=40&md5=17fcf43a1bc9e3662d669103c30ff1d0","National Science Foundation; Department for Employment and Learning, Northern Ireland; Seventh Framework Programme; Quaternary Research Association; Natural Sciences and Engineering Research Council of Canada; Natural Environment Research Council; Leverhulme Trust; European Commission; Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung; Suomen Akatemia; Nederlandse Organisatie voor Wetenschappelijk Onderzoek; Narodowe Centrum Nauki; Akademie der Naturwissenschaften; Russian Science Foundation; Office Fédéral de l'Education et de la Science","Swindles, G.T.; School of Geography, United Kingdom; email: g.t.swindles@leeds.ac.uk","English",Article,"All Open Access, Green",Scopus
"Recombination rate variation shapes barriers to introgression across butterfly genomes",2019,"PLoS Biology","10.1371/journal.pbio.2006288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061272706&doi=10.1371%2fjournal.pbio.2006288&partnerID=40&md5=1d1b61a6e1f40ebb4edb17af2595698c","Seventh Framework Programme; European Research Council; Universidad del Rosario","Martin, S.H.; Department of Zoology, United Kingdom; email: simon.martin@ed.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Prognostic significance of MYC rearrangement and translocation partner in diffuse large B-cell lymphoma: A study by the Lunenburg Lymphoma Biomarker Consortium",2019,"Journal of Clinical Oncology","10.1200/JCO.19.00743","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076329261&doi=10.1200%2fJCO.19.00743&partnerID=40&md5=016ae27ad11ecdc27bd8f1e467e9c7c4","Genentech; Roche; Gilead Sciences; Celgene; AbbVie Deutschland; Seattle Genetics; Takeda Oncology; TG Therapeutics; Pharmacyclics; Servier","Rosenwald, A.; Institute of Pathology, Josef-Schneider-Str 2, Germany; email: rosenwald@mail.uni-wuerzburg.de","English",Article,"All Open Access, Bronze, Green",Scopus
"Ancient genomes indicate population replacement in Early Neolithic Britain",2019,"Nature Ecology and Evolution","10.1038/s41559-019-0871-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064539278&doi=10.1038%2fs41559-019-0871-9&partnerID=40&md5=a02d7f7f38c3db06660d37c57a1e7251","National Institutes of Health; National Institute of General Medical Sciences; Wellcome Trust; Natural Environment Research Council; EMBO; Isaac Newton Trust","Barnes, I.; Department of Earth Sciences, United Kingdom; email: I.Barnes@nhm.ac.uk","English",Article,"All Open Access, Green",Scopus
"Cross-boundary human impacts compromise the Serengeti-Mara ecosystem",2019,"Science","10.1126/science.aav0564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064137162&doi=10.1126%2fscience.aav0564&partnerID=40&md5=9f9d96d01c7d5ffdc108fd74ae96e6d2","Horizon 2020 Framework Programme; Deutsche Forschungsgemeinschaft","Veldhuis, M.P.; University of Groningen, Nijenborg 7, Netherlands; email: m.p.veldhuis@gmail.com","English",Article,"All Open Access, Bronze, Green",Scopus
"Understanding drivers of antibiotic resistance genes in High Arctic soil ecosystems",2019,"Environment International","10.1016/j.envint.2019.01.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061674415&doi=10.1016%2fj.envint.2019.01.034&partnerID=40&md5=e4a2263f540707cb3fe2810e6463c4e0","National Science Foundation; Engineering and Physical Sciences Research Council; Natural Environment Research Council; National Eye Research Centre","Graham, D.W.; School of Engineering, Cassie Building, United Kingdom; email: david.graham@newcastle.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Smoking cessation for people with severe mental illness (SCIMITAR+): a pragmatic randomised controlled trial",2019,"The Lancet Psychiatry","10.1016/S2215-0366(19)30047-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064324698&doi=10.1016%2fS2215-0366%2819%2930047-1&partnerID=40&md5=13349199407b41c8c721ce36e507f9c9","National Institute for Health Research; Health Technology Assessment Programme","Gilbody, S.; Mental Health and Addictions Research Group (MHARG), United Kingdom; email: simon.gilbody@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Food waste: Challenges and opportunities for enhancing the emerging bio-economy",2019,"Journal of Cleaner Production","10.1016/j.jclepro.2019.02.258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062694273&doi=10.1016%2fj.jclepro.2019.02.258&partnerID=40&md5=df42c352e016d6e5dba9b31874f9207d",,"Morone, P.; Bioeconomy in Transition Research Group (BiT-RG), Viale Regina Elena 295, Italy; email: piergiuseppe.morone@unitelmasapienza.it","English",Review,"",Scopus
"Effectiveness of a national quality improvement programme to improve survival after emergency abdominal surgery (EPOCH): a stepped-wedge cluster-randomised trial",2019,"The Lancet","10.1016/S0140-6736(18)32521-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066238574&doi=10.1016%2fS0140-6736%2818%2932521-2&partnerID=40&md5=cb46a5b096fabe01cbbb3562be20e8e3","Queen Mary University of London; National Institute for Health and Care Research","Pearse, R.M.; Adult Critical Care Unit, United Kingdom; email: r.pearse@qmul.ac.uk","English",Article,"All Open Access, Green",Scopus
"Efficacy and acceptability of psychosocial interventions in asylum seekers and refugees: Systematic review and meta-analysis",2019,"Epidemiology and Psychiatric Sciences","10.1017/S2045796019000027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061389479&doi=10.1017%2fS2045796019000027&partnerID=40&md5=2376cca11709d246769ebcc90dfcec1d","Horizon 2020 Framework Programme","Turrini, G.; Cochrane Global Mental Health, Italy; email: giulia.turrini@univr.it","English",Review,"All Open Access, Green",Scopus
"Vaccine hesitancy and (fake) news: Quasi-experimental evidence from Italy",2019,"Health Economics (United Kingdom)","10.1002/hec.3937","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071272385&doi=10.1002%2fhec.3937&partnerID=40&md5=811feb8decde205cedb53f50a73651c7",,"Principe, F.; Erasmus School of Economics, Netherlands; email: principe@ese.eur.nl","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Early Pleistocene enamel proteome from Dmanisi resolves Stephanorhinus phylogeny",2019,"Nature","10.1038/s41586-019-1555-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072903285&doi=10.1038%2fs41586-019-1555-y&partnerID=40&md5=aabae5faca78b0099b6f9cbd7cf62be1","National Science Foundation; John Templeton Foundation; Gordon and Betty Moore Foundation; Villum Fonden; Wellcome Trust; Horizon 2020 Framework Programme; Natural Environment Research Council; Leverhulme Trust; European Commission; European Research Council; Danmarks Grundforskningsfond; Københavns Universitet; Svenska Forskningsrådet Formas; Carlsbergfondet; Generalitat de Catalunya; Lundbeckfonden; Vetenskapsrådet; Shota Rustaveli National Science Foundation; Ministry for Foreign Affairs; Ministero degli Affari Esteri e della Cooperazione Internazionale; Science for Life Laboratory; Novo Nordisk Fonden; Uppsala Multidisciplinary Center for Advanced Computational Science","Cappellini, E.; Lundbeck Foundation GeoGenetics Centre, Denmark; email: ecappellini@bio.ku.dk","English",Article,"All Open Access, Green",Scopus
"The effect of gefapixant, a P2X3 antagonist, on cough reflex sensitivity: A randomised placebo-controlled study",2019,"European Respiratory Journal","10.1183/13993003.00439-2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065663871&doi=10.1183%2f13993003.00439-2019&partnerID=40&md5=6b2c9e8e0c1e3e39edb13d30fb7e26ca","Merck; Merck Sharp and Dohme","Morice, A.H.; Respiratory Medicine, Castle Road,, United Kingdom; email: a.h.morice@hull.ac.uk","English",Article,"All Open Access, Bronze, Green",Scopus
"Annual Research Review: Educational neuroscience: progress and prospects",2019,"Journal of Child Psychology and Psychiatry and Allied Disciplines","10.1111/jcpp.12973","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055267875&doi=10.1111%2fjcpp.12973&partnerID=40&md5=7d21bdf30f6f315c989071a4c6fd643c","National Cancer Institute; Wellcome Trust; Canadian Institutes of Health Research; Natural Sciences and Engineering Research Council of Canada; Medical Research Council; Economic and Social Research Council; Canada Research Chairs","Thomas, M.S.C.; Centre for Educational Neuroscience, United Kingdom; email: m.thomas@bbk.ac.uk","English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Anthropogenic environmental drivers of antimicrobial resistance in wildlife",2019,"Science of the Total Environment","10.1016/j.scitotenv.2018.08.180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052311540&doi=10.1016%2fj.scitotenv.2018.08.180&partnerID=40&md5=a238ec76518c7b6dea7310382bd127ce","University of York; Engineering and Physical Sciences Research Council; University of Nottingham","Arnold, K.E.; Department of Environment and Geography, United Kingdom; email: kathryn.arnold@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Immunofibroblasts are pivotal drivers of tertiary lymphoid structure formation and local pathology",2019,"Proceedings of the National Academy of Sciences of the United States of America","10.1073/pnas.1905301116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068261921&doi=10.1073%2fpnas.1905301116&partnerID=40&md5=69e302c9005753d27ab436e34127597b","Human Frontier Science Program; Wellcome Trust; University Hospitals Birmingham NHS Foundation Trust; National Institute for Health Research; Arthritis Research UK; National Centre for the Replacement, Refinement and Reduction of Animals in Research; University of Birmingham; Schweizerischer Nationalfonds zur F&#x00F6;rderung der Wissenschaftlichen Forschung; Ligue Contre le Cancer","Coles, M.C.; Centre for Immunology and Infection, United Kingdom; email: coles@kennedy.ox.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Socioeconomic position and use of healthcare in the last year of life: A systematic review and meta-analysis",2019,"PLoS Medicine","10.1371/journal.pmed.1002782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065340304&doi=10.1371%2fjournal.pmed.1002782&partnerID=40&md5=376c36065ee9cb8e15cc2987088443bc",,"Davies, J.M.; Cicely Saunders Institute of Palliative Care, United Kingdom; email: joannamariedavies@kcl.ac.uk","English",Review,"All Open Access, Gold, Green",Scopus
"Delirium detection in older acute medical inpatients: A multicentre prospective comparative diagnostic test accuracy study of the 4AT and the confusion assessment method",2019,"BMC Medicine","10.1186/s12916-019-1367-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069778932&doi=10.1186%2fs12916-019-1367-9&partnerID=40&md5=1d4b767b40404e0872df69ad043d4265","Health Technology Assessment Programme","MacLullich, A.M.J.; Geriatric Medicine, United Kingdom; email: a.maclullich@ed.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Effect of economic recession and impact of health and social protection expenditures on adult mortality: a longitudinal analysis of 5565 Brazilian municipalities",2019,"The Lancet Global Health","10.1016/S2214-109X(19)30409-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072939950&doi=10.1016%2fS2214-109X%2819%2930409-7&partnerID=40&md5=ff23762814e1e03701ad086418a0740c",,"Hone, T.; Public Health Policy Evaluation Unit, United Kingdom; email: thomas.hone12@imperial.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Pharmaceutical an Personal Care Proucts: From Wastewater Treatment into Agro-Foo Systems",2019,"Environmental Science and Technology","10.1021/acs.est.9b06206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076235441&doi=10.1021%2facs.est.9b06206&partnerID=40&md5=d960b2f3cc00939a92a10d79d503fc30","National Institute of Food and Agriculture; Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung; Environment and Health Fund","Fu, Q.; Eawag, Switzerland; email: qiuguo.fu@eawag.ch","English",Article,"All Open Access, Bronze, Green",Scopus
"Controlled trial of two incremental milk-feeding rates in preterm infants",2019,"New England Journal of Medicine","10.1056/NEJMoa1816654","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073112690&doi=10.1056%2fNEJMoa1816654&partnerID=40&md5=d531bb817cded73a6159e9ef99aa3f9e","National Institute for Health Research","Dorling, J.; Division of Neonatal–Perinatal Medicine, 5850/5980 University Ave., Canada; email: jon.dorling@iwk.nshealth.ca","English",Article,"All Open Access, Green",Scopus
"Introduction to the special issue ""in-depth study of air pollution sources and processes within Beijing and its surrounding region (APHH-Beijing)""",2019,"Atmospheric Chemistry and Physics","10.5194/acp-19-7519-2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066949604&doi=10.5194%2facp-19-7519-2019&partnerID=40&md5=a04ab254944ab78e5ca7296afa5ead49","Medical Research Council; Natural Environment Research Council; National Eye Research Centre; National Natural Science Foundation of China","Shi, Z.; School of Geography Earth and Environmental Sciences, United Kingdom; email: z.shi@bham.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Targeting SOCS Proteins to Control JAK-STAT Signalling in Disease",2019,"Trends in Pharmacological Sciences","10.1016/j.tips.2019.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063594973&doi=10.1016%2fj.tips.2019.03.001&partnerID=40&md5=f760bd08c4983f338ddaafef58253b02","British Heart Foundation; Royal Society; Great Britain Sasakawa Foundation","Palmer, T.M.; Centre for Atherothrombosis and Metabolic Disease, United Kingdom; email: Tim.Palmer@hyms.ac.uk","English",Review,"All Open Access, Green",Scopus
"Night-time screen-based media device use and adolescents’ sleep and health-related quality of life",2019,"Environment International","10.1016/j.envint.2018.11.069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059776372&doi=10.1016%2fj.envint.2018.11.069&partnerID=40&md5=f5bfd4dede0ba84cfbc9681c9c596d8d","National Institute on Handicapped Research; Medical Research Council; National Institute for Health Research; Imperial College London; Imperial College Healthcare NHS Trust; Public Health England; NIHR Imperial Biomedical Research Centre","Toledano, M.B.; MRC-PHE Centre for Environment and Health, St Mary's Campus, Norfolk Place, United Kingdom; email: m.toledano@imperial.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Ancient cattle genomics, origins, and rapid turnover in the Fertile Crescent",2019,"Science","10.1126/science.aav1002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069784048&doi=10.1126%2fscience.aav1002&partnerID=40&md5=0f11f588a7df2200753364b61c9d7525","Horizon 2020 Framework Programme; H2020 Marie Skłodowska-Curie Actions; Seventh Framework Programme; Natural Environment Research Council; Science Foundation Ireland; Irish Centre for High-End Computing","Bradley, D.G.; Smurfit Institute of Genetics, Ireland; email: dbradley@tcd.ie","English",Article,"All Open Access, Green",Scopus
"Treatment and long-term clinical outcomes of incidental pulmonary embolism in patients with cancer: An international prospective cohort study",2019,"Journal of Clinical Oncology","10.1200/JCO.18.01977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068051210&doi=10.1200%2fJCO.18.01977&partnerID=40&md5=8dfc5ef4bbb6375bba401d0dbb72a178",,"Kraaijpoel, N.; Department of Vascular Medicine, Meibergdreef 9, Netherlands; email: n.kraaijpoel@amsterdamumc.nl","English",Article,"",Scopus
"Identification of Frailty in Chronic Heart Failure",2019,"JACC: Heart Failure","10.1016/j.jchf.2018.11.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063000017&doi=10.1016%2fj.jchf.2018.11.017&partnerID=40&md5=da296d912e2bd92f59754c1bac9b097f",,"Sze, S.; Department of Cardiology, United Kingdom; email: Shirley.sze@nhs.net","English",Article,"All Open Access, Green",Scopus
"Loot boxes are again linked to problem gambling: Results of a replication study",2019,"PLoS ONE","10.1371/journal.pone.0213194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062592402&doi=10.1371%2fjournal.pone.0213194&partnerID=40&md5=e7a1ca832b32a92b0be321712dff2e0c",,"Zendle, D.; Department of Computer Science, United Kingdom; email: d.zendle@yorksj.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Curcumin: a modulator of inflammatory signaling pathways in the immune system",2019,"Inflammopharmacology","10.1007/s10787-019-00607-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066481642&doi=10.1007%2fs10787-019-00607-3&partnerID=40&md5=f2ebcddb29b6177adbd22f704b9a7a03",,"Haftcheshmeh, S.M.; Department of Medical Immunology, Iran; email: Mohammadianhs941@mums.ac.ir","English",Review,"All Open Access, Green",Scopus
"The effects of meditation, yoga, and mindfulness on depression, anxiety, and stress in tertiary education students: A meta-analysis",2019,"Frontiers in Psychiatry","10.3389/fpsyt.2019.00193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067971108&doi=10.3389%2ffpsyt.2019.00193&partnerID=40&md5=7413051188be83b021db2672588b9420",,"Breedvelt, J.J.F.; Department of Psychiatry, Netherlands; email: josefienbreedvelt@gmail.com","English",Review,"All Open Access, Gold, Green",Scopus
